,close,high,high_limit,low,volume,day
2016-01-06-000407.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000407.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000407.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000408.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000408.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000408.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000408.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000409.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000409.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000409.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000409.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000410.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000410.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000410.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000410.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000411.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000411.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000411.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000411.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000413.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000413.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000413.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000413.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000415.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000415.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000415.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000415.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000416.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000416.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000416.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000416.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000417.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000417.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000417.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000417.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000418.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000418.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000418.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000418.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000419.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000419.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000419.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000419.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000420.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000420.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000420.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000420.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000421.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000421.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000421.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000421.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000422.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000422.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000422.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000422.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000423.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000423.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000423.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000423.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000425.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000425.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000425.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000425.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000426.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000426.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000426.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000426.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000428.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000428.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000428.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000428.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000429.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000429.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000429.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000429.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000430.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000430.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000430.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000430.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000488.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000488.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000488.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000488.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000498.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000498.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000498.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000498.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000501.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000501.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000501.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000501.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000502.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000502.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000502.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000502.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000503.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000503.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000503.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000503.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000504.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000504.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000504.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000504.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000505.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000505.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000505.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000505.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000506.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000506.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000506.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000506.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000507.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000507.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000507.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000507.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000509.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000509.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000509.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000509.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000510.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000510.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000510.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000510.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000511.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000511.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000511.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000511.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000513.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000513.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000513.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000513.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000514.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000514.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000514.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000514.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000515.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000515.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000515.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000515.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000516.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000516.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000516.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000516.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000517.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000517.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000517.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000517.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000518.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000518.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000518.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000518.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000519.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000519.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000519.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000519.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000520.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000520.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000520.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000520.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000521.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000521.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000521.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000521.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000522.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000522.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000522.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000522.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000523.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000523.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000523.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000523.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000524.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000524.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000524.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000524.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000525.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000525.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000525.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000525.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000526.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000526.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000526.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000526.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000527.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000527.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000527.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000527.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000528.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000528.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000528.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000528.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000529.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000529.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000529.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000529.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000530.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000530.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000530.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000530.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000531.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000531.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000531.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000531.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000532.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000532.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000532.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000532.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000533.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000533.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000533.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000533.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000534.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000534.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000534.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000534.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000535.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000535.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000535.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000535.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000536.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000536.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000536.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000536.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000537.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000537.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000537.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000537.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000538.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000538.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000538.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000538.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000539.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000539.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000539.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000539.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000540.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000540.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000540.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000540.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000541.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000541.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000541.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000541.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000543.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000543.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000543.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000543.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000544.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000544.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000544.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000544.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000545.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000545.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000545.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000545.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000546.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000546.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000546.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000546.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000547.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000547.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000547.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000547.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000548.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000548.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000548.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000548.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000549.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000549.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000549.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000549.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000550.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000550.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000550.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000550.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000551.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000551.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000551.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000551.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000552.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000552.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000552.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000552.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000553.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000553.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000553.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000553.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000554.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000554.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000554.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000554.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000555.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000555.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000555.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000555.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000557.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000557.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000557.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000557.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000558.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000558.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000558.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000558.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000559.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000559.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000559.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000559.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000560.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000560.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000560.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000560.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000561.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000561.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000561.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000561.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000562.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000562.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000562.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000562.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000563.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000563.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000563.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000563.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000564.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000564.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000564.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000564.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000565.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000565.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000565.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000565.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000566.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000566.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000566.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000566.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000567.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000567.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-000567.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-000567.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-000568.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-000568.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
