,win_ratio,mean,count
jump2-~foot0-~foot2-~yz0-top0-opentop0-~opentop1-top1,0.64,1.03642628333,50
jump2-foot0-~isnew-yz0-~yz1-top1-opentop1,0.675324675325,1.02187383983,77
jump2-~foot0-~isnew-~yz0-top0-opentop0-~opentop1-top1,0.606060606061,1.03296092518,66
jump2-foot0-small_volume-yz0-~yz1-top1-opentop1,0.733333333333,1.02543997392,45
jump2-foot0-small_volume-yz0-~opentop1-top1,0.661290322581,1.02257940147,62
jump2-~foot0-small_volume-~opentop0-top0-~yz1-top1-opentop1,0.694444444444,1.02773690492,36
jump2-~foot0-small_volume-~yz0-top0-opentop0-~opentop1-top1,0.620689655172,1.03303621852,58
jump2-~foot1-foot2-~opentop0-top0-~yz1-top1-opentop1,0.612903225806,1.02298818053,31
jump2-~foot1-foot2-yz0-~opentop1-top1,0.619047619048,1.02695054173,42
jump2-~foot1-~foot2-yz0-~yz1-top1-opentop1,0.681818181818,1.02299626436,66
jump2-~foot1-~foot2-~yz0-top0-opentop0-~opentop1-top1,0.604651162791,1.03712203804,43
jump2-~foot1-~isnew-yz0-~yz1-top1-opentop1,0.666666666667,1.02154975342,75
jump2-~foot1-small_volume-yz0-~yz1-top1-opentop1,0.733333333333,1.02543997392,45
jump2-~foot1-small_volume-~opentop0-top0-~yz1-top1-opentop1,0.603773584906,1.02017842795,53
jump2-~foot1-small_volume-yz0-~opentop1-top1,0.639344262295,1.02028810384,61
jump2-~foot1-small_volume-~yz0-top0-opentop0-~opentop1-top1,0.627450980392,1.03800445609,51
jump2-~foot2-~isnew-yz0-~yz1-top1-opentop1,0.68253968254,1.02618634579,63
jump2-~foot2-~isnew-~yz0-top0-opentop0-~opentop1-top1,0.617021276596,1.03551203731,47
jump2-~foot2-small_volume-yz0-~yz1-top1-opentop1,0.787878787879,1.03132460612,33
jump2-~foot2-small_volume-~yz0-top0-opentop0-~opentop1-top1,0.7,1.04947930086,40
jump2-~isnew-small_volume-yz0-~yz1-top1-opentop1,0.783783783784,1.03508243463,37
jump2-~isnew-small_volume-~yz0-top0-opentop0-~opentop1-top1,0.648148148148,1.04084661566,54
foot0-~foot1-small_volume-~top0-~top1,0.735294117647,1.02292529588,34
foot0-~foot1-small_volume-yz0-~yz1-top1-opentop1,0.683333333333,1.02168779904,60
~foot0-~foot1-small_volume-~opentop0-top0-~yz1-top1-opentop1,0.692307692308,1.02966047546,39
~foot0-foot2-isnew-~opentop0-top0-~opentop1-top1,0.617647058824,1.03202962255,34
foot0-foot2-small_volume-~opentop0-top0-~top1,0.617647058824,1.02226402803,34
foot0-foot2-small_volume-yz0-~opentop1-top1,0.645161290323,1.03270814644,31
foot0-~foot2-small_volume-yz0-~yz1-top1-opentop1,0.681818181818,1.02365720414,44
~foot0-~foot2-small_volume-~yz0-top0-opentop0-~opentop1-top1,0.622222222222,1.03451244716,45
foot0-~isnew-small_volume-yz0-~yz1-top1-opentop1,0.705882352941,1.02797610794,51
~foot0-~isnew-small_volume-~opentop0-top0-~yz1-top1-opentop1,0.694444444444,1.02638062317,36
~foot0-~isnew-small_volume-~yz0-top0-opentop0-~opentop1-top1,0.606557377049,1.03232036734,61
~foot1-foot2-isnew-~opentop0-top0-~opentop1-top1,0.647058823529,1.03733944583,34
~foot1-foot2-small_volume-yz0-~opentop1-top1,0.612903225806,1.03030809501,31
~foot1-~foot2-small_volume-yz0-~yz1-top1-opentop1,0.681818181818,1.02365720414,44
~foot1-~foot2-small_volume-~opentop0-top0-~yz1-top1-opentop1,0.627906976744,1.02332882924,43
~foot1-~isnew-small_volume-yz0-~yz1-top1-opentop1,0.705882352941,1.02797610794,51
~foot2-~isnew-small_volume-yz0-~yz1-top1-opentop1,0.684210526316,1.02940603898,38
~foot2-~isnew-small_volume-~yz0-top0-opentop0-~opentop1-top1,0.609756097561,1.03398600879,41
~opentop2-~speedup1-jump1-speedup2-yz0,0.651162790698,1.02606816697,43
~opentop2-~speedup1-jump1-isnew-yz0,0.608695652174,1.02111677974,69
~opentop2-~speedup1-speedup2-~foot2-yz0,0.652173913043,1.02086650883,46
~opentop2-~speedup1-speedup2-small_volume-yz0,0.672413793103,1.02031155128,58
~opentop2-~speedup1-jump2-isnew-yz0,0.661016949153,1.03219987924,59
~opentop2-~speedup1-foot0-isnew-yz0,0.616438356164,1.02190840809,73
~opentop2-~speedup1-~foot1-isnew-yz0,0.694444444444,1.02367822959,36
~opentop2-~speedup1-~foot2-isnew-yz0,0.614035087719,1.02281170908,57
~opentop2-speedup1-isnew-small_volume-~opentop0-top0,0.633333333333,1.02677940424,30
~opentop2-jump1-speedup2-jump2-yz0,0.634146341463,1.02631459729,41
~opentop2-jump1-speedup2-foot0-yz0,0.651162790698,1.02606816697,43
opentop2-~jump1-speedup2-foot1-~top0,0.661971830986,1.02315140332,71
~opentop2-jump1-speedup2-~foot1-yz0,0.642857142857,1.02620837637,42
~opentop2-jump1-speedup2-small_volume-yz0,0.694444444444,1.03077033109,36
